		200	300	600	1000	1500	2000
20	13	1.99E-012	7.44E-012	1.34E-011	1.99E-011	2.53E-011	2.90E-011
20	12	9.89E-013	3.85E-012	7.37E-012	1.05E-011	1.34E-011	1.55E-011
20	11	5.13E-013	2.88E-012	6.33E-012	9.90E-012	1.33E-011	1.58E-011
20	10	2.61E-013	1.66E-012	4.19E-012	6.70E-012	8.80E-012	1.02E-011
20	9	1.28E-013	1.10E-012	3.07E-012	5.28E-012	7.40E-012	8.95E-012
20	8	6.12E-014	6.63E-013	2.24E-012	4.13E-012	5.77E-012	6.75E-012
20	7	2.72E-014	4.07E-013	1.49E-012	2.87E-012	4.18E-012	5.09E-012
20	6	1.01E-014	2.34E-013	1.05E-012	2.24E-012	3.37E-012	4.07E-012
20	5	0.00E+000	1.25E-013	6.20E-013	1.37E-012	2.12E-012	2.65E-012
20	4	0.00E+000	6.68E-014	4.19E-013	1.05E-012	1.75E-012	2.20E-012
20	3	0.00E+000	2.99E-014	2.22E-013	5.83E-013	9.81E-013	1.27E-012
20	2	0.00E+000	1.91E-014	1.63E-013	4.82E-013	8.70E-013	1.12E-012
20	1	0.00E+000	5.69E-015	5.16E-014	1.53E-013	2.70E-013	3.52E-013
19	18	3.54E-011	6.63E-011	8.45E-011	9.90E-011	1.11E-010	1.19E-010
19	17	4.86E-011	8.05E-011	1.07E-010	1.29E-010	1.47E-010	1.60E-010
19	16	1.71E-011	3.82E-011	5.32E-011	6.51E-011	7.39E-011	7.92E-011
19	15	1.16E-011	1.93E-011	2.76E-011	3.69E-011	4.57E-011	5.19E-011
19	14	7.23E-012	1.86E-011	2.91E-011	3.85E-011	4.57E-011	5.03E-011
19	13	2.96E-012	7.70E-012	1.22E-011	1.67E-011	2.13E-011	2.48E-011
19	12	2.04E-012	7.47E-012	1.33E-011	1.98E-011	2.52E-011	2.87E-011
19	11	1.01E-012	3.85E-012	7.34E-012	1.05E-011	1.33E-011	1.53E-011
19	10	5.23E-013	2.87E-012	6.27E-012	9.78E-012	1.31E-011	1.56E-011
19	9	2.64E-013	1.65E-012	4.14E-012	6.61E-012	8.68E-012	1.00E-011
19	8	1.28E-013	1.09E-012	3.02E-012	5.18E-012	7.25E-012	8.76E-012
19	7	6.11E-014	6.50E-013	2.19E-012	4.03E-012	5.64E-012	6.60E-012
19	6	2.68E-014	3.95E-013	1.44E-012	2.78E-012	4.04E-012	4.92E-012
19	5	9.85E-015	2.25E-013	1.01E-012	2.16E-012	3.27E-012	3.95E-012
19	4	0.00E+000	1.18E-013	5.86E-013	1.30E-012	2.02E-012	2.52E-012
19	3	0.00E+000	6.50E-014	4.15E-013	1.06E-012	1.78E-012	2.24E-012
19	2	0.00E+000	2.80E-014	2.10E-013	5.61E-013	9.48E-013	1.22E-012
19	1	0.00E+000	7.62E-015	6.67E-014	1.90E-013	3.36E-013	4.42E-013
18	17	3.68E-011	6.74E-011	8.52E-011	9.95E-011	1.11E-010	1.19E-010
18	16	5.04E-011	8.17E-011	1.07E-010	1.29E-010	1.47E-010	1.60E-010
18	15	1.78E-011	3.86E-011	5.35E-011	6.52E-011	7.39E-011	7.91E-011
18	14	1.20E-011	1.95E-011	2.77E-011	3.69E-011	4.56E-011	5.18E-011
18	13	7.45E-012	1.88E-011	2.91E-011	3.84E-011	4.56E-011	5.01E-011
18	12	3.04E-012	7.74E-012	1.22E-011	1.66E-011	2.12E-011	2.46E-011
18	11	2.09E-012	7.49E-012	1.33E-011	1.96E-011	2.49E-011	2.85E-011
18	10	1.03E-012	3.85E-012	7.29E-012	1.04E-011	1.32E-011	1.52E-011
18	9	5.30E-013	2.85E-012	6.19E-012	9.64E-012	1.29E-011	1.53E-011
18	8	2.66E-013	1.63E-012	4.08E-012	6.51E-012	8.56E-012	9.88E-012
18	7	1.28E-013	1.07E-012	2.95E-012	5.06E-012	7.08E-012	8.55E-012
18	6	6.05E-014	6.33E-013	2.13E-012	3.94E-012	5.53E-012	6.48E-012
18	5	2.61E-014	3.80E-013	1.38E-012	2.68E-012	3.91E-012	4.77E-012
18	4	9.36E-015	2.17E-013	9.98E-013	2.18E-012	3.34E-012	4.05E-012
18	3	0.00E+000	1.12E-013	5.74E-013	1.30E-012	2.04E-012	2.57E-012
18	2	0.00E+000	4.94E-014	3.07E-013	7.54E-013	1.24E-012	1.58E-012
18	1	0.00E+000	1.33E-014	9.00E-014	2.23E-013	3.64E-013	4.67E-013
17	16	3.82E-011	6.85E-011	8.59E-011	1.00E-010	1.11E-010	1.19E-010
17	15	5.22E-011	8.27E-011	1.08E-010	1.30E-010	1.48E-010	1.60E-010
17	14	1.84E-011	3.91E-011	5.37E-011	6.53E-011	7.39E-011	7.91E-011
17	13	1.24E-011	1.97E-011	2.78E-011	3.69E-011	4.55E-011	5.17E-011
17	12	7.66E-012	1.89E-011	2.91E-011	3.83E-011	4.53E-011	4.98E-011
17	11	3.12E-012	7.77E-012	1.21E-011	1.66E-011	2.11E-011	2.45E-011
17	10	2.13E-012	7.48E-012	1.32E-011	1.94E-011	2.47E-011	2.81E-011
17	9	1.05E-012	3.83E-012	7.22E-012	1.03E-011	1.31E-011	1.51E-011
17	8	5.35E-013	2.82E-012	6.10E-012	9.49E-012	1.27E-011	1.51E-011
17	7	2.67E-013	1.60E-012	4.01E-012	6.42E-012	8.47E-012	9.78E-012
17	6	1.27E-013	1.04E-012	2.87E-012	4.95E-012	6.93E-012	8.38E-012
17	5	5.90E-014	6.16E-013	2.11E-012	3.97E-012	5.65E-012	6.65E-012
17	4	2.48E-014	3.65E-013	1.36E-012	2.69E-012	3.97E-012	4.87E-012
17	3	8.59E-015	1.93E-013	8.67E-013	1.84E-012	2.77E-012	3.36E-012
17	2	0.00E+000	9.08E-014	4.37E-013	9.41E-013	1.43E-012	1.78E-012
17	1	0.00E+000	2.61E-014	1.41E-013	3.17E-013	4.95E-013	6.13E-013
16	15	3.97E-011	6.95E-011	8.66E-011	1.01E-010	1.12E-010	1.20E-010
16	14	5.40E-011	8.37E-011	1.08E-010	1.30E-010	1.48E-010	1.60E-010
16	13	1.90E-011	3.95E-011	5.39E-011	6.53E-011	7.39E-011	7.90E-011
16	12	1.27E-011	1.98E-011	2.78E-011	3.69E-011	4.54E-011	5.15E-011
16	11	7.86E-012	1.90E-011	2.90E-011	3.81E-011	4.51E-011	4.95E-011
16	10	3.18E-012	7.78E-012	1.21E-011	1.65E-011	2.10E-011	2.44E-011
16	9	2.17E-012	7.45E-012	1.31E-011	1.92E-011	2.44E-011	2.78E-011
16	8	1.06E-012	3.80E-012	7.15E-012	1.02E-011	1.30E-011	1.50E-011
16	7	5.36E-013	2.77E-012	5.99E-012	9.34E-012	1.25E-011	1.49E-011
16	6	2.65E-013	1.57E-012	3.98E-012	6.49E-012	8.68E-012	1.01E-011
16	5	1.24E-013	1.01E-012	2.84E-012	4.97E-012	7.04E-012	8.53E-012
16	4	5.65E-014	5.78E-013	1.95E-012	3.61E-012	5.06E-012	5.96E-012
16	3	2.28E-014	3.32E-013	1.20E-012	2.29E-012	3.31E-012	4.02E-012
16	2	7.36E-015	1.62E-013	6.83E-013	1.37E-012	1.99E-012	2.37E-012
16	1	0.00E+000	4.88E-014	2.06E-013	4.11E-013	5.97E-013	7.28E-013
15	14	4.11E-011	7.05E-011	8.72E-011	1.01E-010	1.12E-010	1.20E-010
15	13	5.58E-011	8.46E-011	1.09E-010	1.30E-010	1.48E-010	1.60E-010
15	12	1.95E-011	3.98E-011	5.40E-011	6.53E-011	7.38E-011	7.88E-011
15	11	1.31E-011	1.99E-011	2.78E-011	3.68E-011	4.53E-011	5.14E-011
15	10	8.03E-012	1.90E-011	2.89E-011	3.78E-011	4.48E-011	4.91E-011
15	9	3.24E-012	7.77E-012	1.21E-011	1.65E-011	2.10E-011	2.44E-011
15	8	2.19E-012	7.38E-012	1.29E-011	1.90E-011	2.41E-011	2.75E-011
15	7	1.06E-012	3.75E-012	7.12E-012	1.03E-011	1.33E-011	1.54E-011
15	6	5.33E-013	2.72E-012	5.93E-012	9.36E-012	1.27E-011	1.51E-011
15	5	2.59E-013	1.52E-012	3.80E-012	6.12E-012	8.10E-012	9.40E-012
15	4	1.19E-013	9.61E-013	2.65E-012	4.54E-012	6.34E-012	7.64E-012
15	3	5.26E-014	5.34E-013	1.75E-012	3.13E-012	4.27E-012	4.96E-012
15	2	1.95E-014	2.81E-013	9.53E-013	1.74E-012	2.45E-012	2.94E-012
15	1	5.26E-015	8.47E-014	3.21E-013	6.09E-013	8.43E-013	9.77E-013
14	13	4.25E-011	7.14E-011	8.78E-011	1.01E-010	1.13E-010	1.20E-010
14	12	5.75E-011	8.54E-011	1.09E-010	1.30E-010	1.48E-010	1.59E-010
14	11	2.01E-011	4.01E-011	5.41E-011	6.53E-011	7.37E-011	7.87E-011
14	10	1.34E-011	2.00E-011	2.78E-011	3.68E-011	4.53E-011	5.13E-011
14	9	8.18E-012	1.90E-011	2.87E-011	3.76E-011	4.45E-011	4.89E-011
14	8	3.28E-012	7.74E-012	1.21E-011	1.66E-011	2.14E-011	2.49E-011
14	7	2.20E-012	7.30E-012	1.28E-011	1.90E-011	2.42E-011	2.77E-011
14	6	1.06E-012	3.67E-012	6.94E-012	9.98E-012	1.28E-011	1.48E-011
14	5	5.23E-013	2.63E-012	5.70E-012	8.88E-012	1.19E-011	1.41E-011
14	4	2.50E-013	1.45E-012	3.60E-012	5.67E-012	7.35E-012	8.43E-012
14	3	1.11E-013	8.93E-013	2.39E-012	3.99E-012	5.46E-012	6.53E-012
14	2	4.80E-014	4.48E-013	1.39E-012	2.39E-012	3.16E-012	3.60E-012
14	1	1.40E-014	1.43E-013	4.39E-013	7.66E-013	1.05E-012	1.25E-012
13	12	4.39E-011	7.22E-011	8.83E-011	1.02E-010	1.13E-010	1.21E-010
13	11	5.92E-011	8.61E-011	1.09E-010	1.30E-010	1.48E-010	1.59E-010
13	10	2.06E-011	4.03E-011	5.41E-011	6.52E-011	7.37E-011	7.87E-011
13	9	1.36E-011	2.00E-011	2.78E-011	3.69E-011	4.57E-011	5.18E-011
13	8	8.29E-012	1.89E-011	2.86E-011	3.76E-011	4.47E-011	4.92E-011
13	7	3.30E-012	7.66E-012	1.19E-011	1.63E-011	2.09E-011	2.42E-011
13	6	2.19E-012	7.16E-012	1.25E-011	1.84E-011	2.33E-011	2.66E-011
13	5	1.04E-012	3.58E-012	6.74E-012	9.57E-012	1.21E-011	1.38E-011
13	4	5.06E-013	2.53E-012	5.40E-012	8.29E-012	1.10E-011	1.29E-011
13	3	2.38E-013	1.35E-012	3.25E-012	4.99E-012	6.32E-012	7.15E-012
13	2	1.03E-013	7.41E-013	1.88E-012	3.03E-012	4.09E-012	4.86E-012
13	1	2.83E-014	2.21E-013	6.16E-013	9.97E-013	1.28E-012	1.44E-012
12	11	4.53E-011	7.30E-011	8.89E-011	1.02E-010	1.14E-010	1.21E-010
12	10	6.07E-011	8.66E-011	1.10E-010	1.31E-010	1.48E-010	1.60E-010
12	9	2.10E-011	4.04E-011	5.42E-011	6.55E-011	7.42E-011	7.94E-011
12	8	1.38E-011	2.00E-011	2.77E-011	3.66E-011	4.51E-011	5.11E-011
12	7	8.35E-012	1.87E-011	2.82E-011	3.69E-011	4.37E-011	4.81E-011
12	6	3.30E-012	7.57E-012	1.18E-011	1.60E-011	2.02E-011	2.33E-011
12	5	2.16E-012	6.98E-012	1.21E-011	1.77E-011	2.23E-011	2.54E-011
12	4	1.01E-012	3.45E-012	6.42E-012	8.96E-012	1.11E-011	1.26E-011
12	3	4.85E-013	2.34E-012	4.86E-012	7.30E-012	9.57E-012	1.12E-011
12	2	2.11E-013	1.10E-012	2.49E-012	3.65E-012	4.51E-012	5.06E-012
12	1	5.79E-014	3.62E-013	8.31E-013	1.28E-012	1.70E-012	2.02E-012
11	10	4.66E-011	7.38E-011	8.96E-011	1.03E-010	1.15E-010	1.23E-010
11	9	6.21E-011	8.69E-011	1.10E-010	1.30E-010	1.47E-010	1.59E-010
11	8	2.14E-011	4.04E-011	5.40E-011	6.51E-011	7.35E-011	7.87E-011
11	7	1.40E-011	1.99E-011	2.75E-011	3.62E-011	4.43E-011	5.01E-011
11	6	8.35E-012	1.85E-011	2.78E-011	3.62E-011	4.27E-011	4.68E-011
11	5	3.28E-012	7.45E-012	1.15E-011	1.55E-011	1.93E-011	2.22E-011
11	4	2.11E-012	6.70E-012	1.15E-011	1.66E-011	2.08E-011	2.36E-011
11	3	9.62E-013	3.18E-012	5.70E-012	7.68E-012	9.36E-012	1.06E-011
11	2	4.24E-013	1.91E-012	3.76E-012	5.47E-012	7.11E-012	8.32E-012
11	1	1.18E-013	5.31E-013	1.07E-012	1.46E-012	1.75E-012	1.96E-012
10	9	4.78E-011	7.45E-011	9.02E-011	1.04E-010	1.15E-010	1.23E-010
10	8	6.32E-011	8.71E-011	1.09E-010	1.29E-010	1.46E-010	1.58E-010
10	7	2.17E-011	4.04E-011	5.38E-011	6.47E-011	7.29E-011	7.79E-011
10	6	1.40E-011	1.97E-011	2.72E-011	3.56E-011	4.33E-011	4.88E-011
10	5	8.29E-012	1.81E-011	2.70E-011	3.50E-011	4.12E-011	4.51E-011
10	4	3.21E-012	7.19E-012	1.09E-011	1.43E-011	1.76E-011	2.01E-011
10	3	2.00E-012	6.18E-012	1.03E-011	1.46E-011	1.81E-011	2.05E-011
10	2	8.42E-013	2.58E-012	4.29E-012	5.50E-012	6.58E-012	7.42E-012
10	1	2.37E-013	9.47E-013	1.72E-012	2.43E-012	3.11E-012	3.60E-012
9	8	4.89E-011	7.52E-011	9.08E-011	1.04E-010	1.16E-010	1.23E-010
9	7	6.41E-011	8.70E-011	1.09E-010	1.29E-010	1.45E-010	1.56E-010
9	6	2.19E-011	4.02E-011	5.33E-011	6.39E-011	7.19E-011	7.68E-011
9	5	1.39E-011	1.94E-011	2.65E-011	3.42E-011	4.14E-011	4.65E-011
9	4	8.11E-012	1.74E-011	2.57E-011	3.29E-011	3.86E-011	4.21E-011
9	3	3.07E-012	6.64E-012	9.56E-012	1.21E-011	1.48E-011	1.69E-011
9	2	1.75E-012	5.11E-012	8.17E-012	1.14E-011	1.40E-011	1.57E-011
9	1	4.69E-013	1.23E-012	1.84E-012	2.25E-012	2.69E-012	3.05E-012
8	7	5.00E-011	7.60E-011	9.15E-011	1.05E-010	1.16E-010	1.24E-010
8	6	6.47E-011	8.66E-011	1.08E-010	1.27E-010	1.42E-010	1.53E-010
8	5	2.19E-011	3.98E-011	5.24E-011	6.24E-011	7.00E-011	7.46E-011
8	4	1.37E-011	1.88E-011	2.50E-011	3.18E-011	3.81E-011	4.29E-011
8	3	7.74E-012	1.62E-011	2.34E-011	2.97E-011	3.45E-011	3.75E-011
8	2	2.70E-012	5.37E-012	7.21E-012	8.91E-012	1.09E-011	1.25E-011
8	1	9.91E-013	2.57E-012	3.86E-012	5.33E-012	6.42E-012	7.07E-012
7	6	5.10E-011	7.68E-011	9.20E-011	1.05E-010	1.16E-010	1.24E-010
7	5	6.48E-011	8.56E-011	1.06E-010	1.23E-010	1.38E-010	1.49E-010
7	4	2.18E-011	3.90E-011	5.07E-011	6.00E-011	6.70E-011	7.12E-011
7	3	1.31E-011	1.74E-011	2.24E-011	2.81E-011	3.37E-011	3.79E-011
7	2	6.85E-012	1.36E-011	1.90E-011	2.39E-011	2.74E-011	2.94E-011
7	1	1.41E-012	2.44E-012	3.05E-012	3.79E-012	4.71E-012	5.46E-012
6	5	5.20E-011	7.76E-011	9.23E-011	1.05E-010	1.16E-010	1.23E-010
6	4	6.43E-011	8.35E-011	1.02E-010	1.18E-010	1.33E-010	1.42E-010
6	3	2.13E-011	3.70E-011	4.73E-011	5.57E-011	6.15E-011	6.48E-011
6	2	1.14E-011	1.42E-011	1.76E-011	2.22E-011	2.67E-011	3.01E-011
6	1	3.83E-012	6.87E-012	9.26E-012	1.11E-011	1.23E-011	1.30E-011
5	4	5.31E-011	7.81E-011	9.19E-011	1.04E-010	1.14E-010	1.20E-010
5	3	6.23E-011	7.89E-011	9.51E-011	1.11E-010	1.24E-010	1.33E-010
5	2	1.91E-011	3.14E-011	3.92E-011	4.46E-011	4.83E-011	5.03E-011
5	1	6.74E-012	7.48E-012	9.28E-012	1.17E-011	1.39E-011	1.55E-011
4	3	5.35E-011	7.62E-011	8.83E-011	9.78E-011	1.05E-010	1.10E-010
4	2	5.74E-011	7.03E-011	8.46E-011	9.82E-011	1.09E-010	1.17E-010
4	1	9.55E-012	1.50E-011	1.78E-011	1.96E-011	2.09E-011	2.15E-011
3	2	4.69E-011	6.42E-011	7.17E-011	7.76E-011	8.26E-011	8.60E-011
3	1	3.59E-011	4.48E-011	5.35E-011	6.08E-011	6.65E-011	7.04E-011
2	1	2.47E-011	3.10E-011	3.30E-011	3.52E-011	3.75E-011	3.94E-011
